Date,Control,Category,OUT,EXPORTS,HSB,ProjectExports,ATE,AUO,FW,OMR,ESA,Both,AF,DS,DSVOL,OMRDIF,HORB,Vernalis,SystemCapacity,SWP,CVP,SWPbelowCap,CVPbelowCap,UnimpairedDeltaIn,UnimpairedDeltaOut,TOT
3/16/2011,Salvage,AF,71671,7076,4800,7067,3913,62958,0,-3024,3913,,3913,,,,out,8720,10980,3497,3570,3183,730,199650.7742,197655.2957,78672
3/17/2011,Salvage,AF,89968,7058,4800,7053,3927,81241,0,-3326,3927,,3927,,,,out,8640,10980,3489,3564,3191,736,205519.2742,204620.7957,95855
3/18/2011,Salvage,AF,100574,7076,4800,7072,3908,91866,0,-4240,3908,,3908,,,,out,8850,10980,3499,3573,3181,727,196045.9825,195147.504,106479
3/19/2011,Salvage,AF,127049,7074,4800,7066,3914,118335,0,-3799,3914,,3914,,,,out,9260,10980,3494,3572,3186,728,176186.8575,176613.379,131626
3/20/2011,Salvage,AF,156202,7081,4800,7076,3904,147498,0,-4350,3904,,3904,,,,out,9970,10980,3490,3586,3190,714,177351.4825,178695.004,159869
3/21/2011,Salvage,AF,175475,7107,4800,7099,3881,166794,0,-2732,3881,,3881,,,,out,12000,10980,3494,3605,3186,695,189310.3158,191061.8373,178760
3/22/2011,Salvage,AF,178938,8047,4800,8041,2939,171199,0,-1454,2939,,2939,,,,out,14400,10980,4494,3547,2186,753,216182.3992,217883.9207,183213
3/23/2011,None-G,Storage,181426,5417,4800,5409,0,176626,0,821,,,0,,,,out,15900,10980,2607,2802,4073,1498,166990.8575,168692.379,183070
3/24/2011,None-G,Storage,194307,778,4800,775,0,189507,0,5260,0,,,,,,out,16500,10980,775,0,5905,4300,182720.8575,184372.379,191363
3/25/2011,None-G,Storage,215567,410,4800,408,0,210767,0,7050,,,,,,,out,17500,10980,404,4,6276,4296,186789.4825,192109.004,208587
3/26/2011,None-G,Storage,218625,959,4800,956,0,213825,0,6970,,,,,,,out,19400,10980,956,0,5724,4300,205670.5242,209565.0457,213620
3/27/2011,None-G,Storage,209023,3250,4800,3246,0,204223,0,6390,,,,,,,out,20700,10980,3246,0,3434,4300,194599.0242,199410.5457,205391
3/28/2011,None-G,Storage,190318,4091,4800,4085,0,185518,0,6530,,,,,,,out,22500,10980,3476,609,3204,3691,197099.6908,201861.2123,187578
3/29/2011,None-G,Storage,173667,4326,4800,4321,0,168867,0,7540,,,,,,,out,24600,10980,3465,856,3215,3444,167404.2742,170560.7957,172766
3/30/2011,None-G,Storage,158391,1591,4800,1584,0,153591,0,9120,,,,,,,out,27100,10980,0,1584,6680,2716,149839.1075,148410.629,159340
3/31/2011,None-G,Storage,145273,5060,4800,5059,0,140473,0,8350,,,,,,,out,29600,10980,3176,1883,3504,2417,144762.1492,143054.6707,149970
4/1/2011,None-G,Storage,136055,5456,4800,5449,0,131255,0,8040,,,,,,,out,30700,10980,2953,2496,3727,1804,124500.1491,122954.8435,143261
4/2/2011,None-G,Storage,131457,5243,4800,5240,0,126657,0,9270,,,,,,,out,30800,10980,2496,2744,4184,1556,129032.6074,127487.3019,138450
4/3/2011,None-G,Storage,128653,5544,4800,5541,0,123853,0,9760,,,,,,,out,30700,10980,2794,2747,3886,1553,137084.1491,135538.8435,135947
4/4/2011,None-G,Storage,127517,5744,4800,5734,0,122717,0,8650,,,,,,,out,30100,10980,2998,2736,3682,1564,140885.5658,139290.2602,135061
4/5/2011,None-G,Storage,122680,5780,4800,5732,0,117880,0,8140,,,,,,,out,29600,10980,2995,2737,3685,1563,131634.1074,130066.8019,130232
4/6/2011,None-G,Storage,115946,5850,4800,5784,0,111146,0,8220,,,,,,,out,29400,10980,2991,2793,3689,1507,126985.6908,125406.3852,123580
4/7/2011,None-G,Storage,110897,6104,4800,6034,0,106097,0,8330,,,,,,,out,29400,10980,3180,2854,3500,1446,122387.6908,120792.3852,118801
4/8/2011,None-G,Storage,106799,5706,4800,5643,0,101999,0,8520,,,,,,,out,29500,10980,3490,2153,3190,2147,119564.3574,117919.0519,114355
4/9/2011,None-G,Storage,100806,5932,4800,5868,0,96006,0,8360,,,,,,,out,29000,10980,3998,1870,2682,2430,110640.6074,108995.3019,108588
4/10/2011,None-G,Storage,95761,6919,4800,6856,0,90961,0,7820,,,,,,,out,28600,10980,4992,1864,1688,2436,102820.9824,101266.6769,104439
4/11/2011,None-G,Storage,91126,6864,4800,6790,0,86326,0,7360,,,,,,,out,28500,10980,4927,1863,1753,2437,91643.60742,90016.30186,99822
4/12/2011,None-G,Storage,87178,6418,4800,6344,0,82378,0,7080,,,,,,,out,28200,10980,4490,1854,2190,2446,93448.52409,91821.21853,95428
4/13/2011,None-G,Storage,82225,6429,4800,6352,0,77425,0,7470,,,,,,,out,28000,10980,4493,1859,2187,2441,89586.60742,87917.30186,90528
4/14/2011,None-G,Storage,78650,5472,4800,5394,0,73850,0,8080,,,,,,,out,28000,10980,4493,901,2187,3399,89873.98242,88178.67686,86022
4/15/2011,None-G,Storage,75131,5428,4800,5345,0,70331,0,7780,,,,,,,out,27900,10980,3490,1855,3190,2445,84267.64909,82572.34353,82459
4/16/2011,None-G,Storage,71588,5444,4800,5357,0,66788,0,7250,,,,,,,out,27800,10980,3497,1860,3183,2440,81504.81575,79866.5102,78875
4/17/2011,None-G,Storage,67904,6109,4800,6009,0,63104,0,5640,,,,,,,out,27600,10980,3494,2515,3186,1785,86097.77409,84402.46853,75913
4/18/2011,None-G,Storage,65275,6389,4800,6288,0,60475,0,6430,,,,,,,out,27200,10980,3499,2789,3181,1511,102553.7741,101014.4685,73408
4/19/2011,None-G,Storage,63573,6364,4800,6279,0,58773,0,6480,,,,,,,out,26500,10980,3489,2790,3191,1510,118974.4824,117318.1769,71798
4/20/2011,None-G,Storage,63620,6369,4800,6285,0,58820,0,5660,,,,,,,out,25700,10980,3494,2791,3186,1509,132208.8574,130513.5519,71889
4/21/2011,None-G,Storage,64396,6418,4800,6282,0,59596,0,5800,,,,,,,out,24900,10980,3491,2791,3189,1509,123874.9824,122295.6769,72598
4/22/2011,None-G,Storage,64795,7908,4800,7777,0,59995,0,4360,,,,,,,out,23900,10980,4994,2783,1686,1517,133529.7741,131834.4685,74603
4/23/2011,None-G,Storage,66330,9297,4800,9165,0,61530,0,2840,,,,,,,out,23200,10980,6388,2777,292,1523,128992.2741,127296.9685,77527
4/24/2011,None-G,Storage,65248,8792,4800,8654,0,60448,0,3580,,,,,,,out,22600,10980,6399,2255,281,2045,116988.0658,115242.7602,75990
4/25/2011,None-G,Storage,66891,4660,4800,4528,0,62091,0,5930,,,,,,,out,22000,10980,2491,2037,4189,2263,117280.4824,115535.1769,73501
4/26/2011,None-G,Storage,66096,3477,4800,3345,0,61296,0,7280,,,,,,,out,21500,10980,1318,2027,5362,2273,116393.1491,114647.8435,71523
4/27/2011,None-G,Storage,64447,4766,4800,4618,0,59647,0,5520,,,,,,,out,20900,10980,3581,1037,3099,3263,112374.9408,110834.6352,70958
4/28/2011,None-G,Storage,58242,8522,4800,8377,0,53442,0,2289,,,,,,,out,20300,10980,6599,1778,81,2522,107020.6908,105225.3852,68764
4/29/2011,None-G,Storage,55484,8605,4800,8452,0,50684,0,3060,,,,,,,out,19800,10980,6672,1780,8,2520,107908.0241,106191.7185,66010
4/30/2011,None-G,Storage,56530,4924,4800,4762,0,51730,0,4590,,,,,,,out,19200,10980,2982,1780,3698,2520,101278.2324,99625.92686,63311
5/1/2011,None-G,Storage,53047,4938,4800,4771,0,48247,0,4630,,,,,,,out,18200,10980,2993,1778,3687,2522,89957.87123,87901.43574,59985
5/2/2011,None-G,Storage,51418,4899,4800,4760,0,46618,0,3970,,,,,,,out,17100,10980,2978,1782,3702,2518,86408.53789,84542.10241,58127
5/3/2011,None-G,Storage,49185,4585,4800,4462,0,44385,0,3690,,,,,,,out,16200,10980,1477,2985,5203,1315,88747.87123,86713.43574,55748
5/4/2011,None-G,Storage,46298,5356,4800,5206,0,41498,0,2378,,,,,,,out,15500,10980,1498,3708,5182,592,93744.16289,91601.72741,53740
5/5/2011,None-G,Storage,45983,5391,4800,5208,0,41183,0,-4611.034749,,,,,,,out,14900,10980,1492,3716,5188,584,97364.07956,95207.64408,53474
5/6/2011,None-G,Storage,46762,4700,4800,4518,0,41962,0,-4612.252349,,,,,,,out,14500,10980,1996,2522,4684,1778,106585.2879,104428.8524,53562
5/7/2011,None-G,Storage,46987,4219,4800,4026,0,42187,0,-4611.914721,,,,,,,out,14500,10980,1995,2031,4685,2269,115105.7046,112899.2691,53356
5/8/2011,None-G,Storage,48912,3712,4800,3524,0,44112,0,-4611.6044,,,,,,,out,14400,10980,1491,2033,5189,2267,118750.8296,116916.3941,54402
5/9/2011,None-G,Storage,48500,3651,4800,3450,0,43700,0,5130,,,,,,,out,14300,10980,1500,1950,5180,2350,115776.2462,113519.8107,54351
5/10/2011,None-G,Storage,48058,3565,4800,3388,0,43258,0,4120,,,,,,,out,13900,10980,1495,1893,5185,2407,105007.2462,102843.8107,53730
5/11/2011,SJR I/E,AF,47223,3552,4800,3387,7593,34830,0,3010,7593,,7593,,,,out,13500,10980,1494,1893,5186,2407,100873.0796,98619.64408,52972
5/12/2011,SJR I/E,AF,46334,3551,4800,3381,7599,33935,0,2640,7599,,7599,,,,out,13100,10980,1489,1892,5191,2408,98982.45456,96727.01908,52084
5/13/2011,SJR I/E,AF,45236,3560,4800,3372,7608,32828,0,1772,7608,,7608,,,,out,12700,10980,1481,1891,5199,2409,102461.2046,100120.7691,51080
5/14/2011,SJR I/E,AF,43982,3625,4800,3394,7586,31596,0,1297,7586,,7586,,,,out,12300,10980,1498,1896,5182,2404,108289.3712,105985.9357,49854
5/15/2011,SJR I/E,AF,44531,3914,4800,3692,7288,32443,0,1259,7288,,7288,,,,out,12100,10980,1793,1899,4887,2401,110895.9129,108539.4774,50745
5/16/2011,SJR I/E,AF,44400,4309,4800,4093,6887,32713,0,968,6887,,6887,,,,out,11900,10980,2195,1898,4485,2402,105092.9546,102754.5191,50991
5/17/2011,SJR I/E,AF,45793,4282,4800,4093,6887,34106,0,201,6887,,6887,,,,out,11600,10980,2193,1900,4487,2400,97555.66289,96933.22741,50641
5/18/2011,SJR I/E,AF,49313,3626,4800,3432,7548,36965,0,1206.280115,7548,,7548,,,,out,11500,10980,2196,1236,4484,3064,92786.24623,93534.81074,52134
5/19/2011,SJR I/E,AF,52493,2651,4800,2460,8520,39173,0,2132.033327,8520,,8520,,,,out,11400,10980,1490,970,5190,3330,89625.12123,91465.68574,53247
5/20/2011,SJR I/E,AF,54175,2701,4800,2509,8471,40904,0,1995.785901,8471,,8471,,,,out,11300,10980,1483,1026,5197,3274,87668.95456,89457.51908,55031
5/21/2011,SJR I/E,AF,54051,2714,4800,2507,8473,40778,0,2120.345875,8473,,8473,,,,out,11200,10980,1483,1024,5197,3276,89010.03789,90798.60241,54919
5/22/2011,SJR I/E,AF,50823,2730,4800,2515,8465,37558,0,2810,8465,,8465,,,,out,11000,10980,1491,1024,5189,3276,86907.66289,86778.22741,53626
5/23/2011,SJR I/E,AF,48798,2723,4800,2511,8469,35529,0,2790,8469,,8469,,,,out,11000,10980,1490,1021,5190,3279,88838.62123,87325.18574,52978
5/24/2011,SJR I/E,AF,46445,2727,4800,2505,8475,33170,0,2397,8475,,8475,,,,out,10800,10980,1486,1019,5194,3281,88974.74623,86246.31074,51844
5/25/2011,SJR I/E,AF,44666,2730,4800,2514,8466,31400,0,2402.068088,8466,,8466,,,,out,10600,10980,1495,1019,5185,3281,91979.57956,89225.14408,50094
5/26/2011,SJR I/E,AF,43410,2776,4800,2568,8412,30198,0,2557.311288,8412,,8412,,,,out,10700,10980,1549,1019,5131,3281,89262.12123,86506.68574,48885
5/27/2011,SJR I/E,AF,42881,2626,4800,2430,8550,29531,0,2479.755,8550,,8550,,,,out,10700,10980,1453,977,5227,3323,88480.66289,85711.22741,48220
5/28/2011,SJR I/E,AF,42490,2724,4800,2537,8443,29247,0,1716.735678,8443,,8443,,,,out,10600,10980,1520,1017,5160,3283,85657.32956,82750.89408,48064
5/29/2011,SJR I/E,AF,42266,2698,4800,2509,8471,28995,0,2051,8471,,8471,,,,out,10300,10980,1489,1020,5191,3280,81941.62123,79238.18574,47611
5/30/2011,SJR I/E,AF,42336,2709,4800,2507,8473,29063,0,1308,8473,,8473,,,,out,10200,10980,1489,1018,5191,3282,81311.41289,78589.97741,47709
5/31/2011,SJR I/E,AF,42037,2709,4800,2506,8474,28763,0,624,8474,,8474,,,,out,10100,10980,1487,1019,5193,3281,77701.57956,74923.14408,47468
6/1/2011,SJR I/E,AF,38190,6916,4800,6722,4258,29132,0,-1878,4258,,4258,,,,out,10300,10980,4489,2233,2191,2067,78313.04013,76430.24013,47840
6/2/2011,SJR I/E,AF,36025,9575,4800,9361,1619,29606,0,-4350,1619,,1619,,,,out,10600,10980,5493,3868,1187,432,78307.99847,76809.19847,47951
6/3/2011,SJR I/E,AF,36296,10458,4800,10226,754,30742,0,-5160,754,,754,,,,out,10600,10980,5989,4237,691,63,77536.62347,75745.82347,49397
6/4/2011,SJR I/E,AF,37157,10312,4800,10093,887,31470,0,-5330,887,,887,,,,out,10600,10980,5990,4103,690,197,78670.99847,76845.19847,50147
6/5/2011,SJR I/E,AF,39189,10276,4800,10075,905,33484,0,-5380,905,,905,,,,out,11300,10980,5994,4081,686,219,78474.37347,77476.57347,51314
6/6/2011,SJR I/E,AF,45056,10205,4800,10027,953,39303,0,-4190,953,,953,,,,out,11500,10980,5998,4029,682,271,85820.0818,88465.2818,53468
6/7/2011,SJR I/E,AF,49900,9963,4800,9796,1184,43916,0,-3665.552128,1184,,1184,,,,out,11300,10980,5987,3809,693,491,96236.16513,98602.36513,58349
6/8/2011,SJR I/E,AF,54714,9397,4800,9227,1753,48161,1300,-4479.15645,453,,453,,,,out,11200,10980,5993,3234,687,1066,105371.6651,107661.8651,62674
6/9/2011,SJR I/E,AF,56095,9158,4800,8989,1991,49304,1300,-3143.784832,691,,691,,,,out,11000,10980,5997,2992,683,1308,100067.8318,102284.0318,63890
6/10/2011,SJR I/E,AF,56125,9169,4800,8988,1992,49333,1300,-2906.213058,692,,692,,,,out,10900,10980,5999,2989,681,1311,103092.8318,104373.0318,64866
6/11/2011,SJR I/E,AF,51978,8648,4800,8471,2509,44669,1300,-3590,1209,,1209,,,,out,10800,10980,5473,2998,1207,1302,107534.5401,105112.7401,63899
6/12/2011,SJR I/E,AF,48009,9700,4800,9520,1460,41749,1300,-4900,160,,160,,,,out,11100,10980,6520,3000,160,1300,112505.6235,109816.8235,61250
6/13/2011,SJR I/E,AF,46781,9219,4800,9000,1980,40001,1300,-4990,680,,680,,,,out,11400,10980,5997,3003,683,1297,116226.3735,113490.5735,59588
6/14/2011,SJR I/E,AF,43914,9233,4800,8995,1985,37129,1300,-4100,685,,685,,,,out,11200,10980,5990,3005,690,1295,115621.3735,112844.5735,56776
6/15/2011,SJR I/E,AF,42841,9253,4800,8999,1981,36060,1300,-4340,681,,681,,,,out,11000,10980,5992,3007,688,1293,120763.8735,117916.0735,55794
6/16/2011,CVPIA,F&W,43180,9932,4800,9678,1302,37078,1302,-5050,0,,0,,,,out,10500,10980,6670,3008,10,1292,121883.1235,119028.3235,56819
6/17/2011,CVPIA,F&W,44648,9941,4800,9690,1290,38558,1290,-5370,0,,0,,,,out,10300,10980,6678,3012,2,1288,123541.8318,120613.0318,58370
6/18/2011,CVPIA,F&W,44223,9937,4800,9681,1299,38124,1299,-5400,0,,0,,,,out,10300,10980,6670,3011,10,1289,120118.5401,117120.7401,58010
6/19/2011,CVPIA,F&W,42087,9919,4800,9678,1302,35985,1302,-4900,0,,0,,,,out,10200,10980,6670,3008,10,1292,116286.8735,113239.0735,55906
6/20/2011,CVPIA,F&W,40960,9925,4800,9676,1304,34856,1304,-4820,0,,0,,,,out,10100,10980,6677,2999,3,1301,119664.7901,116604.9901,54797
6/21/2011,CVPIA,F&W,41144,9943,4800,9675,1305,35039,1305,-5200,0,,0,,,,out,9940,10980,6677,2998,3,1302,117910.2901,114784.4901,55065
6/22/2011,CVPIA,F&W,39855,9969,4800,9665,1315,33740,1315,-5530,0,,0,,,,out,10000,10980,6662,3003,18,1297,123153.6235,119954.8235,53875
6/23/2011,None-W,Infrastructure,37497,10822,4800,10544,0,32697,0,-5850,,,,,,,out,10200,10980,6670,3874,10,426,123889.7068,120666.9068,52394
6/24/2011,None-W,Infrastructure,33993,11247,4800,10981,0,29193,0,-6190,,,,,,,out,10400,10980,6737,4244,-57,56,117990.9568,114801.1568,49282
6/25/2011,None-W,Infrastructure,31860,11165,4800,10912,0,27060,0,-6700,,,,,,,out,10400,10980,6668,4244,12,56,110630.1235,107387.3235,47120
6/26/2011,None-W,Infrastructure,32454,11175,4800,10921,0,27654,0,-6350,,,,,,,out,10400,10980,6674,4247,6,53,106339.6651,103089.8651,47731
6/27/2011,None-W,Infrastructure,33482,11183,4800,10929,0,28682,0,-6580,,,,,,,out,10600,10980,6678,4251,2,49,103576.8318,100288.0318,48806
6/28/2011,None-W,Infrastructure,33592,11122,4800,10872,0,28792,0,-6800,,,,,,,out,10600,10980,6679,4193,1,107,100294.7068,96992.9068,48868
6/29/2011,None-W,Infrastructure,38973,11158,4800,10932,0,34173,0,-6220,,,,,,,out,10500,10980,6679,4253,1,47,108401.7068,106862.9068,52522
6/30/2011,None-W,Infrastructure,40888,11086,4800,10853,0,36088,0,-6190,,,,,,,out,10500,10980,6675,4178,5,122,112677.0401,111144.2401,54359
7/1/2011,None-W,Infrastructure,42352,11643,4800,11398,0,37552,0,-6230,,,,,,,out,11800,11480,7173,4225,7,75,101507.4735,101278.0488,56355
7/2/2011,None-W,Infrastructure,38955,11760,4800,11421,0,34155,0,-5860,,,,,,,out,12700,11480,7169,4252,11,48,94030.68188,93920.25715,52956
7/3/2011,None-W,Infrastructure,36792,11650,4800,11400,0,31992,0,-5320,,,,,,,out,12700,11480,7135,4265,45,35,90037.68188,89753.25715,50857
7/4/2011,None-W,Infrastructure,33011,11685,4800,11417,0,28211,0,-5580,,,,,,,out,12000,11480,7177,4240,3,60,81865.14021,79820.71548,48871
7/5/2011,None-W,Infrastructure,31432,11703,4800,11413,0,26632,0,-6250,,,,,,,out,10200,11480,7174,4239,6,61,84451.51521,82268.09048,47449
7/6/2011,None-W,Infrastructure,29646,11766,4800,11454,0,24846,0,-7250,,,,,,,out,9190,11480,7168,4286,12,14,84214.55688,82037.13215,45720
7/7/2011,None-W,Infrastructure,27706,11699,4800,11421,0,22906,0,-7440,,,,,,,out,9610,11480,7172,4249,8,51,80629.93188,78422.50715,43743
7/8/2011,None-W,Infrastructure,25825,11675,4800,11397,0,21025,0,-7260,,,,,,,out,10500,11480,7172,4225,8,75,76853.72354,74668.29881,41816
7/9/2011,None-W,Infrastructure,23570,11684,4800,11418,0,18770,0,-6890,,,,,,,out,11000,11480,7172,4246,8,54,71696.09854,69502.67381,39578
7/10/2011,None-W,Infrastructure,22526,11652,4800,11388,0,17726,0,-6730,,,,,,,out,11100,11480,7170,4218,10,82,68817.30688,66623.88215,38502
7/11/2011,None-W,Infrastructure,19381,11631,4800,11360,0,14581,0,-6780,,,,,,,out,11200,11480,7175,4185,5,115,66230.93188,64037.50715,35336
7/12/2011,None-W,Infrastructure,16530,11584,4800,11316,0,11730,0,-7110,,,,,,,out,10200,11480,7171,4145,9,155,61935.43188,59719.00715,32461
7/13/2011,None-W,Infrastructure,14881,11626,4800,11376,0,10081,0,-7320,,,,,,,out,9860,11480,7171,4205,9,95,57755.89021,55536.46548,30857
7/14/2011,None-W,Infrastructure,14529,11664,4800,11392,0,9729,0,-6770,,,,,,,out,10100,11480,7169,4223,11,77,54922.47354,52722.04881,30524
7/15/2011,None-W,Infrastructure,14615,11652,4800,11390,0,9815,0,-6990,,,,,,,out,10400,11480,7171,4219,9,81,53440.22354,51245.79881,30592
7/16/2011,None-W,Infrastructure,14662,11649,4800,11388,0,9862,0,-7550,,,,,,,out,10300,11480,7165,4223,15,77,48327.97354,46118.54881,30651
7/17/2011,None-W,Infrastructure,14013,11644,4800,11390,0,9213,0,-7350,,,,,,,out,9700,11480,7172,4218,8,82,45439.09854,43236.67381,29990
7/18/2011,None-W,Infrastructure,13552,11648,4800,11379,0,8752,0,-7380,,,,,,,out,8920,11480,7169,4210,11,90,43709.80688,41516.38215,29524
7/19/2011,None-W,Infrastructure,13819,11551,4800,11280,0,9019,0,-7310,,,,,,,out,8980,11480,7164,4116,16,184,41340.22354,39144.79881,29696
7/20/2011,None-W,Infrastructure,13157,11669,4800,11382,0,8357,0,-7590,,,,,,,out,8790,11480,7195,4187,-15,113,41183.93188,39038.50715,29102
7/21/2011,None-W,Infrastructure,11546,11405,4800,11098,0,6746,0,-8410,,,,,,,out,7480,11480,6891,4207,289,93,40498.26521,38328.84048,27251
7/22/2011,None-W,Infrastructure,10039,11726,4800,11438,0,5239,0,-9240,,,,,,,out,6550,11480,7174,4264,6,36,37488.39021,35344.96548,26039
7/23/2011,None-W,Infrastructure,8959,11684,4800,11408,0,4159,0,-9450,,,,,,,out,5920,11480,7176,4232,4,68,35617.93188,33423.50715,24968
7/24/2011,None-W,Infrastructure,8392,11677,4800,11405,0,3592,0,-9380,,,,,,,out,5380,11480,7167,4238,13,62,35002.84854,32833.42381,24369
7/25/2011,None-W,Infrastructure,8034,11649,4800,11391,0,3234,0,-9630,,,,,,,out,5080,11480,7177,4214,3,86,33712.18188,31573.75715,23952
7/26/2011,None-W,Infrastructure,7651,11693,4800,11408,0,2851,0,-10090,,,,,,,out,4750,11480,7167,4241,13,59,31761.05688,29652.63215,23583
7/27/2011,None-W,Infrastructure,7115,11714,4800,11429,0,2315,0,-10500,,,,,,,out,4530,11480,7175,4254,5,46,31085.47354,28975.04881,23070
7/28/2011,None-W,Infrastructure,6620,11715,4800,11430,0,1820,0,-10450,,,,,,,out,4410,11480,7179,4251,1,49,30707.34854,28651.92381,22521
7/29/2011,None-W,Infrastructure,6155,11724,4800,11430,0,1355,0,-10360,,,,,,,out,4330,11480,7173,4257,7,43,28776.39021,26720.96548,22065
7/30/2011,None-W,Infrastructure,5880,11732,4800,11422,0,1080,0,-10050,,,,,,,out,4280,11480,7169,4253,11,47,30500.64021,28440.21548,21803
7/31/2011,None-W,Infrastructure,5945,11715,4800,11412,0,1145,0,-9830,,,,,,,out,4210,11480,7167,4245,13,55,30450.22354,28430.79881,21810
8/1/2011,None-W,Infrastructure,6367,11713,4800,11406,0,1567,0,-10310,,,,,,,out,4190,11480,7171,4235,9,65,24497.57432,22230.92378,22208
8/2/2011,None-W,Infrastructure,6710,11692,4800,11386,0,1910,0,-10510,,,,,,,out,4370,11480,7168,4218,12,82,24507.65765,22230.00712,22541
8/3/2011,None-W,Infrastructure,7542,11687,4800,11394,0,2742,0,-10060,,,,,,,out,5260,11480,7174,4220,6,80,23821.99099,21597.34045,23315
8/4/2011,None-W,Infrastructure,7711,11653,4800,11357,0,2911,0,-9580,,,,,,,out,5510,11480,7162,4195,18,105,23277.49099,21038.84045,23464
8/5/2011,None-W,Infrastructure,8154,11658,4800,11385,0,3354,0,-9870,,,,,,,out,5320,11480,7176,4209,4,91,23126.24099,20950.59045,23849
8/6/2011,None-W,Infrastructure,7801,11649,4800,11395,0,3001,0,-10000,,,,,,,out,5250,11480,7170,4225,10,75,22652.32432,20426.67378,23537
8/7/2011,None-W,Infrastructure,8074,11571,4800,11312,0,3274,0,-9590,,,,,,,out,5090,11480,7176,4136,4,164,20151.65765,18013.00712,23645
8/8/2011,None-W,Infrastructure,8786,11625,4800,11321,0,3986,0,-9690,,,,,,,out,5180,11480,7174,4147,6,153,21094.44932,19028.79878,24338
8/9/2011,None-W,Infrastructure,7944,11549,4800,11230,0,3144,0,-9890,,,,,,,out,5070,11480,7178,4052,2,248,18266.07432,16183.42378,23437
8/10/2011,None-W,Infrastructure,6195,11736,4800,11424,0,1395,0,-10110,,,,,,,out,5050,11480,7177,4247,3,53,19057.61599,16984.96545,21865
8/11/2011,None-W,Infrastructure,6240,11720,4800,11424,0,1440,0,-9880,,,,,,,out,4950,11480,7177,4247,3,53,17918.19932,15875.54878,21864
8/12/2011,None-W,Infrastructure,7641,11696,4800,11404,0,2841,0,-9640,,,,,,,out,4920,11480,7171,4233,9,67,17474.53265,15435.88212,23237
8/13/2011,None-W,Infrastructure,7448,11773,4800,11398,0,2648,0,-9360,,,,,,,out,4960,11480,7171,4227,9,73,17635.86599,15647.21545,23071
8/14/2011,None-W,Infrastructure,7418,11762,4800,11386,0,2618,0,-9300,,,,,,,out,5010,11480,7173,4213,7,87,16516.61599,14557.96545,23000
8/15/2011,None-W,Infrastructure,8284,11535,4800,11064,0,3484,0,-9430,,,,,,,out,5020,11480,7169,3895,11,405,16284.69932,14355.04878,23610
8/16/2011,None-W,Infrastructure,7784,11678,4800,11397,0,2984,0,-9390,,,,,,,out,4880,11480,7168,4229,12,71,16768.69932,14893.04878,23199
8/17/2011,None-W,Infrastructure,7602,11676,4800,11406,0,2802,0,-9740,,,,,,,out,4790,11480,7177,4229,3,71,15311.65765,13423.00712,23028
8/18/2011,None-W,Infrastructure,7517,11715,4800,11408,0,2717,0,-10080,,,,,,,out,4950,11480,7171,4237,9,63,16405.69932,14563.04878,22936
